CNT;TEMP;PRES;resitance
129;9.88;1030.00;3791
130;9.88;1029.86;3810
131;9.88;1029.86;3854
132;9.90;1029.91;3872
133;9.90;1029.77;3871
134;9.92;1029.82;3886
135;9.92;1029.82;3919
136;9.92;1029.82;3923
137;9.92;1029.82;3883
138;9.94;1029.73;3899
139;9.96;1029.91;3881
140;9.96;1029.78;3926
141;9.96;1029.91;3794
142;9.96;1029.78;3805
143;9.96;1029.78;3792
144;9.98;1029.82;3702
145;9.98;1029.82;3722
146;9.98;1029.82;3710
147;9.99;1030.00;3692
148;9.99;1029.87;3696
149;9.99;1029.73;3662
150;9.99;1029.87;3697
151;10.01;1029.91;3693
152;10.01;1029.78;3732
153;10.01;1029.78;3371
154;10.01;1029.91;3379
155;10.03;1029.82;3735
156;10.01;1029.78;3603
157;10.03;1029.82;3647
158;10.03;1029.82;3654
159;10.04;1029.73;3660
160;10.04;1029.87;3641
161;10.04;1029.87;3667
162;10.07;1029.92;3690
163;10.04;1029.73;3700
164;10.07;1029.78;3715
165;10.07;1029.92;3677
166;10.07;1029.92;3668
167;10.09;1029.83;3683
168;10.09;1029.83;3663
169;10.09;1029.96;3649
170;10.09;1029.83;3657
171;10.10;1029.87;3638
172;10.10;1030.01;3766
173;10.10;1029.74;3811
174;10.10;1029.87;3779
175;10.10;1029.87;3377
176;10.12;1029.78;3489
177;10.12;1029.92;3520
178;10.12;-1100.38;3579
179;10.12;1029.78;3583
180;10.07;1029.78;3632
181;10.03;1029.96;3711
182;9.99;1029.73;3777
183;9.96;1029.78;3873
184;9.92;1029.82;3892
185;9.88;1029.73;3906
186;9.83;1029.73;3891
187;9.79;1029.77;3835
188;9.77;1029.86;3789
189;9.74;1029.77;3758
190;9.70;1029.81;3763
191;9.69;1029.63;3739
192;9.64;1029.81;3653
193;9.64;1029.81;3696
194;9.63;1029.76;3859
195;9.63;1029.76;3864
196;9.63;1029.76;3861
197;9.63;1029.90;3879
198;9.61;1029.72;3826
199;9.61;1029.85;3843
200;9.61;1029.72;3838
201;9.59;1029.81;3854
202;9.59;1029.81;3851
203;9.61;1029.85;3824
204;9.59;1029.81;3773
205;9.59;1029.81;3760
206;9.61;1029.72;3743
207;9.61;1029.72;3771
208;9.61;1029.85;3823
209;9.61;1029.85;3815
210;9.61;1029.99;3802
211;9.61;1029.99;3759
212;9.61;1029.85;3847
213;9.61;1029.99;3887
214;9.61;1029.85;3825
215;9.61;1029.85;3743
216;9.61;1029.72;3600
217;9.61;1029.85;3705
218;9.61;1029.85;3694
219;9.61;1029.58;3708
220;9.63;1029.63;3712
221;9.61;1029.72;3771
222;9.63;1029.76;3655
223;9.63;1029.76;3632
224;9.63;1029.76;3674
225;9.64;1029.81;3728
226;9.63;1029.76;3755
227;9.63;1029.76;3760
228;9.64;1029.81;3772
229;9.64;1029.81;3760
230;9.64;1029.81;3601
231;9.64;1029.67;3617
232;9.66;1029.85;3618
233;9.66;1029.72;3664
234;9.69;1029.77;3814
235;9.66;1029.72;3799
236;9.69;1029.77;3771
237;9.69;1029.77;3409
238;9.70;1029.81;3519
239;9.70;1029.68;3771
240;9.70;1029.81;3819
241;9.70;1029.81;3824
242;9.72;1029.86;3549
243;9.72;1029.86;3469
244;9.72;1029.72;3451
245;9.72;1029.72;3706
246;9.74;1029.63;3853
247;9.75;1029.81;3853
248;9.74;1029.77;3850
249;9.75;1029.81;3824
250;9.75;1029.81;3798
251;9.75;1029.68;3821
252;9.75;1029.81;3867
253;9.77;1029.86;3865
254;9.77;1029.86;3870
255;9.77;1029.86;3859
256;9.79;1029.91;3856
257;9.79;1029.91;3831
258;9.79;1029.77;3824
259;9.79;1029.77;3829
260;9.81;1029.82;3823
261;9.81;1029.82;3792
262;9.81;1029.82;3593
263;9.81;1029.82;3727
264;9.81;1029.82;3965
265;9.83;1029.73;3995
266;9.83;1029.86;3910
267;9.83;1030.00;3847
268;9.83;1029.86;3966
269;9.83;1029.86;4092
270;9.85;1029.77;3840
271;9.85;1029.91;3825
272;9.85;1029.77;3824
273;9.86;1029.82;3813
274;9.86;1029.82;3822
275;9.88;1029.73;3811
276;9.88;1029.73;3811
277;9.88;1029.86;3807
278;9.90;1029.77;3839
279;9.88;1029.73;3825
280;9.90;1029.91;3839
281;9.90;1029.91;3835
282;9.90;1029.77;3819
283;9.90;1029.91;3781
284;9.92;1029.82;3727
285;9.92;1029.69;4039
286;9.92;1029.69;4092
287;9.94;1029.73;3803
288;9.94;1029.73;3686
289;9.96;1029.91;4095
290;9.96;1029.78;4039
291;9.96;1029.78;4039
292;9.98;1029.82;4080
293;9.96;1029.78;4063
294;9.98;1029.82;4049
295;9.99;1029.73;3951
296;9.99;1030.00;3970
297;9.99;1029.87;3984
298;10.01;1029.78;3965
299;10.01;1029.78;3954
300;10.03;1029.82;3941
301;10.03;1029.82;4095
302;10.03;1029.82;4095
303;10.04;1029.73;4095
304;10.04;1029.73;4095
305;10.07;1029.78;4095
306;10.07;1029.78;4095
307;10.07;1029.78;4095
308;10.09;1029.69;4095
309;10.10;1029.74;4095
310;10.10;1029.87;4095
311;10.10;1029.87;4095
312;10.10;1029.87;4095
313;10.12;1029.78;4095
314;10.14;1029.83;4095
315;10.14;1029.83;4095
316;10.14;1029.83;4095
317;10.15;1029.74;4095
318;10.15;1029.74;4095
319;10.15;1029.74;4095
320;10.17;1029.65;3853
321;10.19;1029.70;4095
322;10.19;1029.83;3952
323;10.19;1029.83;3935
324;10.22;1029.74;3917
325;10.22;1029.74;3863
326;10.23;1029.65;3925
327;10.23;1029.65;3951
328;10.25;1029.43;4014
329;10.25;1029.56;4002
330;10.25;1029.56;4037
331;10.27;1029.47;3963
332;10.28;1029.52;4023
333;10.30;1029.56;4039
334;10.30;1029.56;3920
335;10.32;1029.61;4053
336;10.32;1029.61;4095
337;10.32;1029.61;4084
338;10.34;1029.52;4029
339;10.34;1029.65;4095
340;10.38;1029.48;4095
341;10.38;1029.61;4095
342;10.39;1029.52;4095
343;10.41;1029.57;3951
344;10.41;1029.57;3968
345;10.41;1029.57;4095
346;10.43;1029.34;3855
347;10.44;1029.79;4095
348;10.44;1029.52;4042
349;10.46;1029.70;4095
350;10.49;1029.88;4095
351;10.49;1029.88;3995
352;10.49;1029.88;4022
353;10.51;-1101.24;4095
354;10.51;1029.66;4095
355;10.52;1029.70;4067
356;10.52;1029.57;4013
357;10.54;1029.75;4095
358;10.54;1029.61;4095
359;10.56;1029.66;4095
360;10.56;1029.66;4095
361;10.57;1029.71;4095
362;10.62;1029.66;4095
363;10.62;1029.53;4095
364;10.63;1029.71;4095
365;10.63;1029.71;4095
366;10.63;1029.71;4095
367;10.63;1029.71;4095
368;10.63;1029.71;4095
369;10.63;1029.71;4095
370;10.63;1029.71;4095
371;10.63;1029.71;4095
372;10.63;1029.71;4095
373;10.63;1029.71;4095
374;10.63;1029.71;4095
375;10.63;1029.71;4095
376;10.63;1029.71;4095
377;10.63;1029.71;4095
378;10.63;1029.71;4095
379;10.63;1029.71;4095
380;10.63;1029.71;4095
381;10.63;1029.71;4095
382;10.63;1029.71;4095
383;10.63;1029.71;4095
384;10.63;1029.71;4095
385;10.63;1029.71;4095
386;10.63;1029.71;4095
387;10.63;1029.71;4095
388;10.63;1029.71;4095
389;10.63;1029.71;4095
390;10.63;1029.71;4095
391;10.63;1029.71;4095
392;10.63;1029.71;4095
393;10.63;1029.71;4095
394;10.63;1029.71;4095
395;10.63;1029.71;4095
396;10.63;1029.71;4095
397;10.63;1029.71;4095
398;10.63;1029.71;4095
399;10.63;1029.71;4095
400;10.63;1029.71;4095
401;10.63;1029.71;4095
402;10.63;1029.71;4095
403;10.63;1029.71;4095
404;10.63;1029.71;4095
405;10.63;1029.71;4095
406;10.63;1029.71;4095
407;10.63;1029.71;4095
408;10.63;1029.71;4095
409;10.63;1029.71;4095
410;10.63;1029.71;4095
411;10.63;1029.71;4095
412;10.63;1029.71;3903
413;10.63;1029.71;3409
414;10.63;1029.71;3553
415;10.63;1029.71;3547
416;10.63;1029.71;3521
417;10.63;1029.71;3553
418;10.63;1029.71;3318
419;10.63;1029.71;3638
420;10.63;1029.71;3842
421;10.63;1029.71;3735
422;10.63;1029.71;3767
423;10.63;1029.71;3762
424;10.63;1029.71;3790
425;10.63;1029.71;3855
426;10.63;1029.71;3920
427;10.63;1029.71;3671
428;10.63;1029.71;3731
429;10.63;1029.71;4095
430;10.63;1029.71;4095
431;10.63;1029.71;4095
432;10.63;1029.71;4095
433;10.63;1029.71;4095
434;10.63;1029.71;4095
435;10.63;1029.71;4019
436;10.63;1029.71;4019
437;10.63;1029.71;3986
438;10.63;1029.71;3911
439;10.63;1029.71;3977
440;10.63;1029.71;4095
441;10.63;1029.71;4095
442;10.63;1029.71;4095
443;10.63;1029.71;4095
444;10.63;1029.71;4095
445;10.63;1029.71;4095
446;10.63;1029.71;4095
447;10.63;1029.71;4095
448;10.63;1029.71;4095
449;10.63;1029.71;4095
450;10.63;1029.71;4095
451;10.63;1029.71;4016
452;10.63;1029.71;4023
453;10.63;1029.71;4052
454;10.63;1029.71;4048
455;10.63;1029.71;4082
456;10.63;1029.71;4095
457;10.63;1029.71;4095
458;10.63;1029.71;3987
459;10.63;1029.71;3968
460;10.63;1029.71;3952
461;10.63;1029.71;3957
462;10.63;1029.71;4095
463;10.63;1029.71;3985
464;10.63;1029.71;3630
465;10.63;1029.71;3887
466;10.63;1029.71;3764
467;10.63;1029.71;3920
468;10.63;1029.71;3961
469;12.22;-1105.12;3942
470;12.22;-1105.12;3915
471;12.22;-1105.12;3955
472;12.22;-1105.12;3944
473;12.22;-1105.12;3890
474;12.22;-1105.12;3900
475;12.22;-1105.12;3776
476;12.22;-1105.12;3650
477;12.22;-1105.12;3625
478;12.22;-1105.12;3579
479;12.22;-1105.12;3728
480;12.22;-1105.12;4095
481;12.22;-1105.12;3996
482;12.22;-1105.12;4001
483;12.22;-1105.12;4095
484;12.22;-1105.12;4095
485;12.22;-1105.12;4095
486;12.22;-1105.12;4095
487;12.22;-1105.12;4095
488;12.22;-1105.12;4095
489;12.22;-1105.12;4095
490;12.22;-1105.12;4095
491;12.22;-1105.12;4095
492;12.22;-1105.12;4095
493;12.22;-1105.12;4095
494;12.22;-1105.12;4095
495;12.22;-1105.12;4095
496;12.22;-1105.12;4095
497;12.22;-1105.12;4095
498;12.22;-1105.12;4095
499;12.22;-1105.12;4095
500;12.22;-1105.12;4095
501;12.22;-1105.12;4095
502;12.22;-1105.12;4095
503;12.22;-1105.12;3857
504;12.22;-1105.12;3825
505;12.22;-1105.12;3875
506;12.22;-1105.12;3856
507;12.22;-1105.12;3880
508;12.22;-1105.12;3878
509;12.22;-1105.12;3871
510;12.22;-1105.12;3865
511;12.22;-1105.12;3862
512;12.22;-1105.12;3850
513;12.22;-1105.12;3862
514;12.22;-1105.12;3875
515;12.22;-1105.12;3868
516;12.22;-1105.12;3871
517;12.22;-1105.12;3863
518;12.22;-1105.12;3873
519;12.22;-1105.12;3858
520;12.22;-1105.12;3863
521;12.22;-1105.12;3859
522;12.22;-1105.12;3856
523;12.22;-1105.12;3874
524;12.22;-1105.12;3918
525;12.22;-1105.12;3956
526;12.22;-1105.12;4044
527;12.22;-1105.12;4095
528;12.22;-1105.12;4095
529;12.22;-1105.12;4095
530;12.22;-1105.12;4095
531;12.22;-1105.12;3954
532;12.22;-1105.12;4053
533;12.22;-1105.12;4095
534;12.22;-1105.12;3975
535;12.22;-1105.12;3840
536;12.22;-1105.12;3856
537;12.22;-1105.12;3876
538;12.22;-1105.12;3913
539;12.22;-1105.12;3891
540;12.22;-1105.12;3950
541;12.22;-1105.12;3905
542;12.22;-1105.12;3921
543;12.22;-1105.12;3985
544;12.22;-1105.12;4005
545;12.22;-1105.12;3981
546;12.22;-1105.12;4022
547;12.22;-1105.12;3984
548;12.22;-1105.12;3863
549;12.22;-1105.12;3863
550;12.22;-1105.12;3895
551;12.22;-1105.12;3945
552;12.22;-1105.12;4001
553;12.22;-1105.12;4095
554;12.22;-1105.12;4095
555;12.22;-1105.12;4095
556;12.22;-1105.12;4095
557;12.22;-1105.12;4095
558;12.22;-1105.12;4095
559;12.22;-1105.12;4095
560;12.22;-1105.12;4095
561;12.22;-1105.12;4095
562;12.22;-1105.12;4027
563;12.22;-1105.12;4023
564;12.22;-1105.12;4095
565;12.22;-1105.12;3923
566;12.22;-1105.12;3835
567;12.22;-1105.12;3889
568;12.22;-1105.12;4095
569;12.22;-1105.12;4095
570;12.22;-1105.12;4081
571;12.22;-1105.12;3939
572;12.22;-1105.12;3786
573;12.22;-1105.12;3997
574;12.22;-1105.12;4042
575;12.22;-1105.12;3930
576;12.22;-1105.12;3908
577;12.22;-1105.12;3907
578;12.22;-1105.12;3968
579;12.22;-1105.12;4062
580;12.22;-1105.12;3981
581;12.22;-1105.12;4002
582;12.22;-1105.12;3970
583;12.22;-1105.12;3961
584;12.22;-1105.12;3973
585;12.22;-1105.12;3982
586;12.22;-1105.12;3994
587;12.22;-1105.12;4005
588;12.22;-1105.12;3977
589;12.22;-1105.12;3987
590;12.22;-1105.12;3989
591;12.22;-1105.12;4014
592;12.22;-1105.12;3995
593;12.22;-1105.12;4003
594;12.22;-1105.12;3985
595;12.22;-1105.12;4006
596;12.22;-1105.12;3998
597;12.22;-1105.12;4012
598;12.22;-1105.12;3999
599;12.22;-1105.12;3995
600;12.22;-1105.12;4003
601;12.22;-1105.12;3993
602;12.22;-1105.12;4002
603;12.22;-1105.12;4005
604;12.22;-1105.12;3989
605;12.22;-1105.12;3984
606;12.22;-1105.12;4095
607;12.22;-1105.12;3946
608;12.22;-1105.12;3955
609;12.22;-1105.12;3974
610;12.22;-1105.12;3981
611;12.22;-1105.12;4095
612;12.22;-1105.12;4095
613;12.22;-1105.12;3983
614;12.22;-1105.12;3969
615;12.22;-1105.12;3993
616;12.22;-1105.12;3987
617;12.22;-1105.12;3994
618;12.22;-1105.12;3989
619;12.22;-1105.12;3977
620;12.22;-1105.12;3999
621;12.22;-1105.12;3984
622;12.22;-1105.12;3991
623;12.22;-1105.12;4000
624;12.22;-1105.12;4010
625;12.22;-1105.12;3986
626;12.22;-1105.12;3984
627;12.22;-1105.12;3994
628;12.22;-1105.12;4001
629;12.22;-1105.12;4038
630;12.22;-1105.12;4021
631;12.22;-1105.12;4042
632;12.22;-1105.12;4095
633;12.22;-1105.12;4095
634;12.22;-1105.12;4042
635;12.22;-1105.12;4048
636;12.22;-1105.12;4051
637;12.22;-1105.12;4057
638;12.22;-1105.12;4067
639;12.22;-1105.12;4062
640;12.22;-1105.12;4057
641;12.22;-1105.12;4020
642;12.22;-1105.12;4016
643;12.22;-1105.12;4063
644;12.22;-1105.12;4021
645;12.22;-1105.12;4029
646;12.22;-1105.12;4023
647;12.22;-1105.12;3982
648;12.22;-1105.12;3968
649;12.22;-1105.12;3969
650;12.22;-1105.12;3969
651;12.22;-1105.12;3938
652;12.22;-1105.12;3948
653;12.22;-1105.12;4095
654;12.22;-1105.12;4063
655;12.22;-1105.12;4095
656;12.22;-1105.12;4095
657;12.22;-1105.12;4095
658;12.22;-1105.12;4095
659;12.22;-1105.12;4095
660;12.22;-1105.12;4095
661;12.22;-1105.12;4095
662;12.22;-1105.12;4095
663;12.22;-1105.12;4095
664;12.22;-1105.12;4095
665;12.22;-1105.12;4095
666;12.22;-1105.12;4095
667;12.22;-1105.12;4095
668;12.22;-1105.12;4095
669;12.22;-1105.12;4095
670;12.22;-1105.12;4095
671;12.22;-1105.12;4095
672;12.22;-1105.12;4095
673;12.22;-1105.12;4095
674;12.22;-1105.12;4095
675;12.22;-1105.12;4095
676;12.22;-1105.12;4095
677;12.22;-1105.12;4095
678;12.22;-1105.12;4095
679;12.22;-1105.12;4095
680;12.22;-1105.12;4095
681;12.22;-1105.12;4095
682;12.22;-1105.12;4095
683;12.22;-1105.12;4095
684;12.22;-1105.12;4095
685;12.22;-1105.12;4095
686;12.22;-1105.12;4095
687;12.22;-1105.12;4095
688;12.22;-1105.12;4095
689;12.22;-1105.12;4095
690;12.22;-1105.12;4095
691;12.22;-1105.12;4095
692;12.22;-1105.12;4095
693;12.22;-1105.12;4095
694;12.22;-1105.12;4095
695;12.22;-1105.12;4095
696;12.22;-1105.12;4095
697;12.22;-1105.12;4095
698;12.22;-1105.12;4095
699;12.22;-1105.12;4095
700;12.22;-1105.12;4095
701;12.22;-1105.12;4095
702;12.22;-1105.12;4095
703;12.22;-1105.12;4095
704;12.22;-1105.12;4095
705;12.22;-1105.12;4095
706;12.22;-1105.12;4095
707;12.22;-1105.12;4095
708;12.22;-1105.12;4095
709;12.22;-1105.12;4095
710;12.22;-1105.12;4095
711;12.22;-1105.12;4095
712;12.22;-1105.12;4095
713;12.22;-1105.12;4095
714;12.22;-1105.12;4095
715;-550.05;1170.35;4095
716;-550.05;1170.35;4095
717;-550.05;1170.35;4095
718;-550.05;1170.35;4095
719;-550.05;1170.35;4095
720;-550.05;1170.35;4095
721;-550.05;1170.35;4095
722;-550.05;1170.35;4095
723;-550.05;1170.35;4095
724;-550.05;1170.35;4095
725;-550.05;1170.35;4095
726;-550.05;1170.35;4095
727;-550.05;1170.35;4095
728;-550.05;1170.35;4095
729;-550.05;1170.35;4095
730;-550.05;1170.35;4095
731;-550.05;1170.35;4095
732;-550.05;1170.35;4095
733;-550.05;1170.35;4095
734;-550.05;1170.35;4095
735;-550.05;1170.35;4095
736;-550.05;1170.35;4095
737;-550.05;1170.35;4095
738;-550.05;1170.35;4095
739;-550.05;1170.35;4095
740;-550.05;1170.35;4095
741;-550.05;1170.35;4095
742;-550.05;1170.35;4095
743;-550.05;1170.35;4095
744;-550.05;1170.35;4095
745;-550.05;1170.35;4095
746;-550.05;1170.35;4095
747;-550.05;1170.35;4095
748;-550.05;1170.35;4095
749;-550.05;1170.35;4095
750;-550.05;1170.35;4095
751;-550.05;1170.35;4095
752;-550.05;1170.35;4095
753;-550.05;1170.35;4095
754;-550.05;1170.35;4095
755;-550.05;1170.35;4095
756;-550.05;1170.35;4095
757;-550.05;1170.35;4095
758;-550.05;1170.35;4095
759;-550.05;1170.35;4095
760;-550.05;1170.35;4095
761;-550.05;1170.35;4095
762;-550.05;1170.35;4095
763;-550.05;1170.35;4095
764;-550.05;1170.35;4095
765;-550.05;1170.35;4095
766;-550.05;1170.35;4095
767;-550.05;1170.35;4095
768;-550.05;1170.35;4095
769;-550.05;1170.35;4095
770;-550.05;1170.35;4095
771;-550.05;1170.35;4095
772;-550.05;1170.35;4095
773;-550.05;1170.35;4095
774;-550.05;1170.35;4095
775;-550.05;1170.35;4095
776;-550.05;1170.35;4095
777;-550.05;1170.35;4095
778;-550.05;1170.35;4095
779;-550.05;1170.35;4095
780;-550.05;1170.35;4052
781;-550.05;1170.35;4095
782;-550.05;1170.35;4095
783;-550.05;1170.35;4095
784;-550.05;1170.35;4095
785;-550.05;1170.35;4095
786;-550.05;1170.35;4095
787;-550.05;1170.35;4095
788;-550.05;1170.35;4095
789;-550.05;1170.35;4095
790;-550.05;1170.35;4095
791;-550.05;1170.35;4095
792;-550.05;1170.35;4095
793;-550.05;1170.35;4095
794;-550.05;1170.35;4095
795;-550.05;1170.35;4095
796;-550.05;1170.35;4095
797;-550.05;1170.35;4095
798;-550.05;1170.35;4095
799;-550.05;1170.35;4095
800;-550.05;1170.35;4095
801;-550.05;1170.35;4095
802;-550.05;1170.35;4095
803;-550.05;1170.35;4095
804;-550.05;1170.35;4095
805;-550.05;1170.35;4095
806;-550.05;1170.35;4095
807;-550.05;1170.35;4095
808;-550.05;1170.35;4095
809;-550.05;1170.35;4095
810;-550.05;1170.35;4095
811;-550.05;1170.35;4095
812;-550.05;1170.35;4095
813;-550.05;1170.35;4095
814;-550.05;1170.35;4095
815;-550.05;1170.35;4095
816;-550.05;1170.35;4095
817;-550.05;1170.35;4095
818;-550.05;1170.35;4095
819;-550.05;1170.35;4095
820;-550.05;1170.35;4095
821;-550.05;1170.35;4095
822;-550.05;1170.35;4095
823;-550.05;1170.35;4095
824;-550.05;1170.35;4095
825;-550.05;1170.35;4095
826;-550.05;1170.35;4095
827;-550.05;1170.35;4095
828;-550.05;1170.35;4095
829;-550.05;1170.35;4095
830;-550.05;1170.35;4095
831;-550.05;1170.35;4095
832;-550.05;1170.35;4095
833;-550.05;1170.35;4095
834;-550.05;1170.35;4095
835;-550.05;1170.35;4095
836;-550.05;1170.35;4095
837;-550.05;1170.35;4095
838;-550.05;1170.35;4095
839;-550.05;1170.35;4095
840;-550.05;1170.35;4095
841;-550.05;1170.35;4095
842;-550.05;1170.35;4095
843;-550.05;1170.35;4095
844;-550.05;1170.35;4095
845;-550.05;1170.35;4095
846;-550.05;1170.35;4095
847;-550.05;1170.35;4095
848;-550.05;1170.35;4095
849;-550.05;1170.35;4095
850;-550.05;1170.35;4095
851;-550.05;1170.35;4095
852;-550.05;1170.35;4095
853;-550.05;1170.35;4095
854;-550.05;1170.35;4095
855;-550.05;1170.35;4095
856;-550.05;1170.35;4095
857;-550.05;1170.35;4095
858;-550.05;1170.35;4095
859;-550.05;1170.35;4095
860;-550.05;1170.35;4095
861;-550.05;1170.35;4095
862;-550.05;1170.35;4095
863;-550.05;1170.35;4095
864;-550.05;1170.35;4095
865;-550.05;1170.35;4095
866;-550.05;1170.35;4055
867;-550.05;1170.35;4095
868;-550.05;1170.35;4055
869;-550.05;1170.35;4054
870;-550.05;1170.35;4095
871;-550.05;1170.35;4095
872;-550.05;1170.35;4095
873;-550.05;1170.35;4095
874;-550.05;1170.35;4095
875;-550.05;1170.35;4095
876;-550.05;1170.35;4095
877;-550.05;1170.35;4095
878;-550.05;1170.35;4095
879;-550.05;1170.35;4095
880;-550.05;1170.35;4095
881;-550.05;1170.35;4095
882;-550.05;1170.35;4095
883;-550.05;1170.35;4095
884;-550.05;1170.35;4095
885;-550.05;1170.35;4095
886;-550.05;1170.35;4095
887;-550.05;1170.35;4095
888;-550.05;1170.35;4095
889;-550.05;1170.35;4095
890;-550.05;1170.35;4095
891;-550.05;1170.35;4095
892;-550.05;1170.35;4095
893;-550.05;1170.35;4095
894;-550.05;1170.35;4095
895;-550.05;1170.35;4095
896;-550.05;1170.35;4095
897;-550.05;1170.35;4095
898;-550.05;1170.35;4095
899;-550.05;1170.35;4095
900;-550.05;1170.35;4095
901;-550.05;1170.35;4095
902;-550.05;1170.35;4095
903;-550.05;1170.35;4095
904;-550.05;1170.35;4095
905;-550.05;1170.35;4095
906;-550.05;1170.35;4095
907;-550.05;1170.35;4095
908;-550.05;1170.35;4095
909;-550.05;1170.35;4095
910;-550.05;1170.35;4095
911;-550.05;1170.35;4095
912;-550.05;1170.35;4095
913;-550.05;1170.35;4095
914;-550.05;1170.35;4095
915;-550.05;1170.35;4095
916;-550.05;1170.35;4095
917;-550.05;1170.35;4095
918;-550.05;1170.35;4095
919;-550.05;1170.35;4095
920;-550.05;1170.35;4095
921;-550.05;1170.35;4095
922;-550.05;1170.35;4095
923;-550.05;1170.35;4095
924;-550.05;1170.35;4095
925;-550.05;1170.35;4095
926;-550.05;1170.35;4095
927;-550.05;1170.35;4095
928;-550.05;1170.35;4095
929;-550.05;1170.35;4095
930;-550.05;1170.35;4095
931;-550.05;1170.35;4095
932;-550.05;1170.35;4095
933;-550.05;1170.35;4095
934;-550.05;1170.35;4095
935;-550.05;1170.35;4095
936;-550.05;1170.35;4095
937;-550.05;1170.35;4095
938;-550.05;1170.35;4095
939;-550.05;1170.35;4095
940;-550.05;1170.35;4095
941;-550.05;1170.35;4095
942;-550.05;1170.35;4095
943;-550.05;1170.35;4095
944;-550.05;1170.35;4095
945;-550.05;1170.35;4095
946;-550.05;1170.35;4095
947;-550.05;1170.35;4095
948;-550.05;1170.35;4095
949;-550.05;1170.35;4095
950;-550.05;1170.35;4095
951;-550.05;1170.35;4095
952;-550.05;1170.35;4095
953;-550.05;1170.35;4095
954;-550.05;1170.35;4095
955;-550.05;1170.35;4095
956;-550.05;1170.35;4095
957;-550.05;1170.35;4095
958;-550.05;1170.35;4095
959;-550.05;1170.35;4095
960;-550.05;1170.35;4095
961;-550.05;1170.35;4095
